NOC,Year,Sport,Total,Gold,Silver,Bronze
ARG,2012,Taekwondo,1,1,0,0
ARG,2012,Tennis,1,0,0,1
ARG,2012,Triathlon,0,0,0,0
ARG,2012,Volleyball,0,0,0,0
ARG,2012,Wrestling,0,0,0,0
ARG,2016,Athletics,0,0,0,0
ARG,2016,Basketball,0,0,0,0
ARG,2016,Beach Volleyball,0,0,0,0
ARG,2016,Boxing,0,0,0,0
ARG,2016,Canoeing,0,0,0,0
ARG,2016,Cycling,0,0,0,0
ARG,2016,Equestrianism,0,0,0,0
ARG,2016,Fencing,0,0,0,0
ARG,2016,Football,0,0,0,0
ARG,2016,Golf,0,0,0,0
ARG,2016,Gymnastics,0,0,0,0
ARG,2016,Handball,0,0,0,0
ARG,2016,Hockey,18,18,0,0
ARG,2016,Judo,1,1,0,0
ARG,2016,Modern Pentathlon,0,0,0,0
ARG,2016,Rowing,0,0,0,0
ARG,2016,Rugby Sevens,0,0,0,0
ARG,2016,Sailing,2,2,0,0
ARG,2016,Shooting,0,0,0,0
ARG,2016,Swimming,0,0,0,0
ARG,2016,Synchronized Swimming,0,0,0,0
ARG,2016,Tennis,1,0,1,0
ARG,2016,Triathlon,0,0,0,0
ARG,2016,Volleyball,0,0,0,0
ARG,2016,Weightlifting,0,0,0,0
ARG,2016,Wrestling,0,0,0,0
ARG,2020,Artistic Gymnastics,0,0,0,0
ARG,2020,Athletics,0,0,0,0
ARG,2020,Basketball,0,0,0,0
ARG,2020,Beach Volleyball,0,0,0,0
ARG,2020,Boxing,0,0,0,0
ARG,2020,Canoe Slalom,0,0,0,0
ARG,2020,Canoe Sprint,0,0,0,0
ARG,2020,Cycling BMX Racing,0,0,0,0
ARG,2020,Cycling Mountain Bike,0,0,0,0
ARG,2020,Cycling Road,0,0,0,0
ARG,2020,Equestrian,0,0,0,0
ARG,2020,Fencing,0,0,0,0
ARG,2020,Football,0,0,0,0
ARG,2020,Golf,0,0,0,0
ARG,2020,Handball,0,0,0,0
ARG,2020,Hockey,1,0,1,0
ARG,2020,Judo,0,0,0,0
ARG,2020,Marathon Swimming,0,0,0,0
ARG,2020,Modern Pentathlon,0,0,0,0
ARG,2020,Rowing,0,0,0,0
ARG,2020,Rugby Sevens,1,0,0,1
ARG,2020,Sailing,0,0,0,0
ARG,2020,Shooting,0,0,0,0
ARG,2020,Surfing,0,0,0,0
ARG,2020,Swimming,0,0,0,0
ARG,2020,Table Tennis,0,0,0,0
ARG,2020,Taekwondo,0,0,0,0
ARG,2020,Tennis,0,0,0,0
ARG,2020,Triathlon,0,0,0,0
ARG,2020,Volleyball,1,0,0,1
ARG,2020,Wrestling,0,0,0,0
ARG,2024,Archery,0,0,0,0
ARG,2024,Athletics,0,0,0,0
ARG,2024,Canoe Sprint,0,0,0,0
ARG,2024,Cycling BMX Freestyle,1,1,0,0
ARG,2024,Cycling BMX Racing,0,0,0,0
ARG,2024,Cycling Road,0,0,0,0
ARG,2024,Equestrian,0,0,0,0
ARG,2024,Fencing,0,0,0,0
ARG,2024,Football,0,0,0,0
ARG,2024,Golf,0,0,0,0
ARG,2024,Handball,0,0,0,0
ARG,2024,Hockey,16,0,0,16
ARG,2024,Judo,0,0,0,0
ARG,2024,Modern Pentathlon,0,0,0,0
ARG,2024,Rowing,0,0,0,0
ARG,2024,Rugby Sevens,0,0,0,0
ARG,2024,Sailing,2,0,2,0
ARG,2024,Shooting,0,0,0,0
ARG,2024,Skateboarding,0,0,0,0
ARG,2024,Swimming,0,0,0,0
ARG,2024,Table Tennis,0,0,0,0
ARG,2024,Taekwondo,0,0,0,0
ARG,2024,Tennis,0,0,0,0
ARG,2024,Triathlon,0,0,0,0
ARG,2024,Volleyball,0,0,0,0
ARM,1996,Athletics,0,0,0,0
ARM,1996,Boxing,0,0,0,0
ARM,1996,Cycling,0,0,0,0
ARM,1996,Diving,0,0,0,0
ARM,1996,Gymnastics,0,0,0,0
ARM,1996,Judo,0,0,0,0
ARM,1996,Shooting,0,0,0,0
ARM,1996,Swimming,0,0,0,0
ARM,1996,Tennis,0,0,0,0
ARM,1996,Weightlifting,0,0,0,0
ARM,1996,Wrestling,2,1,1,0
ARM,2000,Athletics,0,0,0,0
ARM,2000,Boxing,0,0,0,0
ARM,2000,Canoeing,0,0,0,0
ARM,2000,Diving,0,0,0,0
ARM,2000,Judo,0,0,0,0
ARM,2000,Shooting,0,0,0,0
ARM,2000,Swimming,0,0,0,0
ARM,2000,Tennis,0,0,0,0
ARM,2000,Weightlifting,1,0,0,1
ARM,2000,Wrestling,0,0,0,0
ARM,2004,Athletics,0,0,0,0
ARM,2004,Boxing,0,0,0,0
ARM,2004,Judo,0,0,0,0
ARM,2004,Shooting,0,0,0,0
ARM,2004,Swimming,0,0,0,0
ARM,2004,Tennis,0,0,0,0
ARM,2004,Weightlifting,0,0,0,0
ARM,2004,Wrestling,0,0,0,0
ARM,2008,Athletics,0,0,0,0
ARM,2008,Boxing,1,0,0,1
ARM,2008,Judo,0,0,0,0
ARM,2008,Shooting,0,0,0,0
ARM,2008,Swimming,0,0,0,0
ARM,2008,Weightlifting,3,0,0,3
ARM,2008,Wrestling,2,0,0,2
ARM,2012,Athletics,0,0,0,0
ARM,2012,Boxing,0,0,0,0
ARM,2012,Gymnastics,0,0,0,0
ARM,2012,Judo,0,0,0,0
ARM,2012,Shooting,0,0,0,0
ARM,2012,Swimming,0,0,0,0
ARM,2012,Taekwondo,0,0,0,0
ARM,2012,Weightlifting,1,0,0,1
ARM,2012,Wrestling,2,0,1,1
ARM,2016,Athletics,0,0,0,0
ARM,2016,Boxing,0,0,0,0
ARM,2016,Gymnastics,0,0,0,0
ARM,2016,Judo,0,0,0,0
ARM,2016,Shooting,0,0,0,0
ARM,2016,Swimming,0,0,0,0
ARM,2016,Weightlifting,2,0,2,0
ARM,2016,Wrestling,2,1,1,0
ARM,2020,Artistic Gymnastics,1,0,0,1
ARM,2020,Athletics,0,0,0,0
ARM,2020,Boxing,1,0,0,1
ARM,2020,Judo,0,0,0,0
ARM,2020,Shooting,0,0,0,0
ARM,2020,Swimming,0,0,0,0
ARM,2020,Weightlifting,1,0,1,0
ARM,2020,Wrestling,1,0,1,0
ARM,2024,Artistic Gymnastics,1,0,1,0
ARM,2024,Athletics,0,0,0,0
ARM,2024,Boxing,0,0,0,0
ARM,2024,Shooting,0,0,0,0
ARM,2024,Swimming,0,0,0,0
ARM,2024,Weightlifting,1,0,1,0
ARM,2024,Wrestling,2,0,1,1
ARU,1988,Athletics,0,0,0,0
ARU,1988,Boxing,0,0,0,0
ARU,1988,Fencing,0,0,0,0
ARU,1988,Judo,0,0,0,0
ARU,1988,Synchronized Swimming,0,0,0,0
ARU,1992,Athletics,0,0,0,0
ARU,1992,Cycling,0,0,0,0
ARU,1992,Sailing,0,0,0,0
ARU,1996,Athletics,0,0,0,0
ARU,1996,Cycling,0,0,0,0
ARU,1996,Weightlifting,0,0,0,0
ARU,2000,Athletics,0,0,0,0
ARU,2000,Judo,0,0,0,0
ARU,2000,Swimming,0,0,0,0
ARU,2004,Athletics,0,0,0,0
ARU,2004,Swimming,0,0,0,0
ARU,2004,Weightlifting,0,0,0,0
ARU,2008,Judo,0,0,0,0
ARU,2008,Swimming,0,0,0,0
ARU,2012,Judo,0,0,0,0
ARU,2012,Swimming,0,0,0,0
ARU,2012,Weightlifting,0,0,0,0
ARU,2016,Judo,0,0,0,0
ARU,2016,Sailing,0,0,0,0
ARU,2016,Swimming,0,0,0,0
ARU,2016,Taekwondo,0,0,0,0
ARU,2020,Shooting,0,0,0,0
ARU,2020,Swimming,0,0,0,0
ARU,2024,Cycling BMX Racing,0,0,0,0
ARU,2024,Sailing,0,0,0,0
ARU,2024,Shooting,0,0,0,0
ARU,2024,Swimming,0,0,0,0
ASA,1988,Athletics,0,0,0,0
ASA,1988,Boxing,0,0,0,0
ASA,1988,Weightlifting,0,0,0,0
ASA,1988,Wrestling,0,0,0,0
ASA,1992,Boxing,0,0,0,0
ASA,1992,Weightlifting,0,0,0,0
ASA,1996,Athletics,0,0,0,0
ASA,1996,Boxing,0,0,0,0
ASA,1996,Sailing,0,0,0,0
ASA,1996,Weightlifting,0,0,0,0
ASA,1996,Wrestling,0,0,0,0
ASA,2000,Archery,0,0,0,0
ASA,2000,Athletics,0,0,0,0
ASA,2000,Weightlifting,0,0,0,0
ASA,2004,Athletics,0,0,0,0
ASA,2004,Weightlifting,0,0,0,0
ASA,2008,Athletics,0,0,0,0
ASA,2008,Judo,0,0,0,0
ASA,2008,Swimming,0,0,0,0
ASA,2012,Athletics,0,0,0,0
ASA,2012,Judo,0,0,0,0
ASA,2012,Swimming,0,0,0,0
ASA,2016,Athletics,0,0,0,0
ASA,2016,Judo,0,0,0,0
ASA,2016,Weightlifting,0,0,0,0
ASA,2020,Athletics,0,0,0,0
ASA,2020,Sailing,0,0,0,0
ASA,2020,Swimming,0,0,0,0
ASA,2020,Weightlifting,0,0,0,0
ASA,2024,Athletics,0,0,0,0
ASA,2024,Swimming,0,0,0,0
AUS,1896,Athletics,2,2,0,0
AUS,1896,Tennis,1,0,0,1
AUS,1900,Athletics,4,1,0,3
AUS,1900,Swimming,2,2,0,0
AUS,1904,Athletics,0,0,0,0
AUS,1904,Swimming,4,0,3,1
AUS,1906,Athletics,2,0,0,2
AUS,1906,Swimming,1,0,0,1
AUS,1920,Athletics,1,0,1,0
AUS,1920,Cycling,0,0,0,0
AUS,1920,Diving,0,0,0,0
AUS,1920,Swimming,2,0,1,1
AUS,1920,Tennis,0,0,0,0
AUS,1924,Art Competitions,0,0,0,0
AUS,1924,Athletics,1,1,0,0
AUS,1924,Boxing,0,0,0,0
AUS,1924,Cycling,0,0,0,0
AUS,1924,Diving,1,1,0,0
AUS,1924,Rowing,0,0,0,0
AUS,1924,Swimming,4,1,1,2
AUS,1924,Tennis,0,0,0,0
AUS,1924,Wrestling,0,0,0,0
AUS,1928,Athletics,0,0,0,0
AUS,1928,Cycling,1,0,0,1
AUS,1928,Diving,0,0,0,0
AUS,1928,Rowing,1,1,0,0
AUS,1928,Swimming,2,0,2,0
AUS,1928,Wrestling,0,0,0,0
AUS,1932,Art Competitions,0,0,0,0
AUS,1932,Athletics,0,0,0,0
AUS,1932,Cycling,1,1,0,0
AUS,1932,Rowing,1,1,0,0
AUS,1932,Swimming,2,1,1,0
AUS,1932,Wrestling,1,0,0,1
AUS,1936,Athletics,1,0,0,1
AUS,1936,Boxing,0,0,0,0
AUS,1936,Cycling,0,0,0,0
AUS,1936,Diving,0,0,0,0
AUS,1936,Rowing,0,0,0,0
AUS,1936,Swimming,0,0,0,0
AUS,1936,Wrestling,0,0,0,0
AUS,1948,Athletics,6,1,3,2
AUS,1948,Boxing,0,0,0,0
AUS,1948,Cycling,0,0,0,0
AUS,1948,Diving,0,0,0,0
AUS,1948,Rowing,1,1,0,0
AUS,1948,Sailing,0,0,0,0
AUS,1948,Shooting,0,0,0,0
AUS,1948,Swimming,4,0,2,2
AUS,1948,Water Polo,0,0,0,0
AUS,1948,Weightlifting,0,0,0,0
AUS,1948,Wrestling,2,0,1,1
AUS,1952,Athletics,4,3,0,1
AUS,1952,Boxing,0,0,0,0
AUS,1952,Cycling,4,3,1,0
AUS,1952,Diving,0,0,0,0
AUS,1952,Fencing,0,0,0,0
AUS,1952,Modern Pentathlon,0,0,0,0
AUS,1952,Rowing,10,0,1,9
AUS,1952,Sailing,0,0,0,0
AUS,1952,Swimming,1,1,0,0
AUS,1952,Water Polo,0,0,0,0
AUS,1952,Weightlifting,1,0,0,1
AUS,1952,Wrestling,0,0,0,0
AUS,1956,Athletics,12,4,2,6
AUS,1956,Basketball,0,0,0,0
AUS,1956,Boxing,1,0,0,1
AUS,1956,Canoeing,1,0,0,1
AUS,1956,Cycling,3,2,0,1
AUS,1956,Diving,0,0,0,0
AUS,1956,Equestrianism,0,0,0,0
AUS,1956,Fencing,0,0,0,0
AUS,1956,Football,0,0,0,0
AUS,1956,Gymnastics,0,0,0,0
AUS,1956,Hockey,0,0,0,0
AUS,1956,Modern Pentathlon,0,0,0,0
AUS,1956,Rowing,12,0,1,11
AUS,1956,Sailing,5,0,2,3
AUS,1956,Shooting,0,0,0,0
AUS,1956,Swimming,14,8,4,2
AUS,1956,Water Polo,0,0,0,0
AUS,1956,Weightlifting,0,0,0,0
AUS,1956,Wrestling,0,0,0,0
AUS,1960,Athletics,4,1,2,1
AUS,1960,Boxing,2,0,0,2
AUS,1960,Canoeing,0,0,0,0
AUS,1960,Cycling,0,0,0,0
AUS,1960,Diving,0,0,0,0
AUS,1960,Equestrianism,3,2,1,0
AUS,1960,Fencing,0,0,0,0
AUS,1960,Gymnastics,0,0,0,0
AUS,1960,Hockey,0,0,0,0
AUS,1960,Modern Pentathlon,0,0,0,0
AUS,1960,Rowing,0,0,0,0
AUS,1960,Sailing,0,0,0,0
AUS,1960,Shooting,0,0,0,0
AUS,1960,Swimming,13,5,5,3
AUS,1960,Water Polo,0,0,0,0
AUS,1960,Weightlifting,0,0,0,0
AUS,1960,Wrestling,0,0,0,0
AUS,1964,Athletics,6,1,1,4
AUS,1964,Basketball,0,0,0,0
AUS,1964,Boxing,0,0,0,0
AUS,1964,Canoeing,0,0,0,0
AUS,1964,Cycling,0,0,0,0
AUS,1964,Diving,0,0,0,0
AUS,1964,Equestrianism,0,0,0,0
AUS,1964,Fencing,0,0,0,0
AUS,1964,Gymnastics,0,0,0,0
AUS,1964,Hockey,14,0,0,14
AUS,1964,Judo,1,0,0,1
AUS,1964,Modern Pentathlon,0,0,0,0
AUS,1964,Rowing,0,0,0,0
AUS,1964,Sailing,3,3,0,0
AUS,1964,Shooting,0,0,0,0
AUS,1964,Swimming,9,4,1,4
AUS,1964,Water Polo,0,0,0,0
AUS,1964,Weightlifting,0,0,0,0
AUS,1964,Wrestling,0,0,0,0
AUS,1968,Athletics,6,2,3,1
AUS,1968,Boxing,0,0,0,0
AUS,1968,Canoeing,0,0,0,0
AUS,1968,Cycling,0,0,0,0
AUS,1968,Diving,0,0,0,0
AUS,1968,Equestrianism,1,0,0,1
AUS,1968,Fencing,0,0,0,0
AUS,1968,Gymnastics,0,0,0,0
AUS,1968,Hockey,14,0,14,0
AUS,1968,Modern Pentathlon,0,0,0,0
AUS,1968,Rowing,9,0,9,0
AUS,1968,Sailing,0,0,0,0
AUS,1968,Shooting,0,0,0,0
AUS,1968,Swimming,8,3,2,3
AUS,1968,Weightlifting,0,0,0,0
AUS,1968,Wrestling,0,0,0,0
AUS,1972,Archery,0,0,0,0
AUS,1972,Athletics,2,0,2,0
AUS,1972,Basketball,0,0,0,0
AUS,1972,Boxing,0,0,0,0
AUS,1972,Canoeing,0,0,0,0
AUS,1972,Cycling,3,0,3,0
AUS,1972,Diving,0,0,0,0
AUS,1972,Equestrianism,0,0,0,0
AUS,1972,Fencing,0,0,0,0
AUS,1972,Gymnastics,0,0,0,0
AUS,1972,Hockey,0,0,0,0
AUS,1972,Judo,0,0,0,0
AUS,1972,Modern Pentathlon,0,0,0,0
AUS,1972,Rowing,0,0,0,0
AUS,1972,Sailing,5,5,0,0
AUS,1972,Shooting,0,0,0,0
AUS,1972,Swimming,10,6,2,2
AUS,1972,Water Polo,0,0,0,0
AUS,1972,Weightlifting,0,0,0,0
AUS,1972,Wrestling,0,0,0,0
AUS,1976,Archery,0,0,0,0
AUS,1976,Athletics,0,0,0,0
AUS,1976,Basketball,0,0,0,0
AUS,1976,Boxing,0,0,0,0
AUS,1976,Canoeing,0,0,0,0
AUS,1976,Cycling,0,0,0,0
AUS,1976,Diving,0,0,0,0
AUS,1976,Equestrianism,1,0,0,1
AUS,1976,Fencing,0,0,0,0
AUS,1976,Gymnastics,0,0,0,0
AUS,1976,Hockey,15,0,15,0
AUS,1976,Judo,0,0,0,0
AUS,1976,Modern Pentathlon,0,0,0,0
AUS,1976,Rowing,0,0,0,0
AUS,1976,Sailing,3,0,0,3
AUS,1976,Shooting,0,0,0,0
AUS,1976,Swimming,1,0,0,1
AUS,1976,Water Polo,0,0,0,0
AUS,1976,Weightlifting,0,0,0,0
AUS,1976,Wrestling,0,0,0,0
AUS,1980,Archery,0,0,0,0
AUS,1980,Athletics,1,0,1,0
AUS,1980,Basketball,0,0,0,0
AUS,1980,Boxing,0,0,0,0
AUS,1980,Canoeing,1,0,1,0
AUS,1980,Cycling,0,0,0,0
AUS,1980,Diving,0,0,0,0
AUS,1980,Fencing,0,0,0,0
AUS,1980,Gymnastics,0,0,0,0
AUS,1980,Judo,0,0,0,0
AUS,1980,Modern Pentathlon,0,0,0,0
AUS,1980,Rowing,0,0,0,0
AUS,1980,Shooting,0,0,0,0
AUS,1980,Swimming,7,2,0,5
AUS,1980,Water Polo,0,0,0,0
AUS,1980,Weightlifting,0,0,0,0
AUS,1980,Wrestling,0,0,0,0
AUS,1984,Archery,0,0,0,0
AUS,1984,Athletics,3,1,1,1
AUS,1984,Basketball,0,0,0,0
AUS,1984,Boxing,0,0,0,0
AUS,1984,Canoeing,1,0,0,1
AUS,1984,Cycling,1,1,0,0
AUS,1984,Diving,0,0,0,0
AUS,1984,Equestrianism,0,0,0,0
AUS,1984,Fencing,0,0,0,0
AUS,1984,Gymnastics,0,0,0,0
AUS,1984,Hockey,0,0,0,0
AUS,1984,Judo,0,0,0,0
AUS,1984,Modern Pentathlon,0,0,0,0
AUS,1984,Rhythmic Gymnastics,0,0,0,0
AUS,1984,Rowing,18,0,4,14
AUS,1984,Sailing,2,0,0,2
AUS,1984,Shooting,1,0,0,1
AUS,1984,Swimming,12,1,5,6
AUS,1984,Synchronized Swimming,0,0,0,0
AUS,1984,Water Polo,0,0,0,0
AUS,1984,Weightlifting,2,1,1,0
AUS,1984,Wrestling,0,0,0,0
AUS,1988,Archery,0,0,0,0
AUS,1988,Athletics,2,1,1,0
AUS,1988,Basketball,0,0,0,0
AUS,1988,Boxing,1,0,1,0
AUS,1988,Canoeing,2,0,1,1
AUS,1988,Cycling,4,0,2,2
AUS,1988,Diving,0,0,0,0
AUS,1988,Equestrianism,0,0,0,0
AUS,1988,Fencing,0,0,0,0
AUS,1988,Football,0,0,0,0
AUS,1988,Gymnastics,0,0,0,0
AUS,1988,Hockey,16,16,0,0
AUS,1988,Judo,0,0,0,0
AUS,1988,Modern Pentathlon,0,0,0,0
AUS,1988,Rowing,0,0,0,0
AUS,1988,Sailing,0,0,0,0
AUS,1988,Shooting,0,0,0,0
AUS,1988,Swimming,3,1,1,1
AUS,1988,Synchronized Swimming,0,0,0,0
AUS,1988,Table Tennis,0,0,0,0
AUS,1988,Tennis,1,0,0,1
AUS,1988,Water Polo,0,0,0,0
AUS,1988,Weightlifting,0,0,0,0
AUS,1988,Wrestling,0,0,0,0
AUS,1992,Archery,0,0,0,0
AUS,1992,Athletics,2,0,0,2
AUS,1992,Badminton,0,0,0,0
AUS,1992,Basketball,0,0,0,0
AUS,1992,Boxing,0,0,0,0
AUS,1992,Canoeing,6,1,1,4
AUS,1992,Cycling,5,1,4,0
AUS,1992,Diving,0,0,0,0
AUS,1992,Equestrianism,2,2,0,0
AUS,1992,Fencing,0,0,0,0
AUS,1992,Football,0,0,0,0
AUS,1992,Gymnastics,0,0,0,0
AUS,1992,Hockey,16,0,16,0
AUS,1992,Judo,0,0,0,0
AUS,1992,Modern Pentathlon,0,0,0,0
AUS,1992,Rowing,6,6,0,0
AUS,1992,Sailing,3,0,0,3
AUS,1992,Shooting,0,0,0,0
AUS,1992,Swimming,9,1,3,5
AUS,1992,Synchronized Swimming,0,0,0,0
AUS,1992,Table Tennis,0,0,0,0
AUS,1992,Tennis,1,0,0,1
AUS,1992,Water Polo,0,0,0,0
AUS,1992,Weightlifting,0,0,0,0
AUS,1992,Wrestling,0,0,0,0
AUS,1996,Archery,0,0,0,0
AUS,1996,Athletics,2,0,2,0
AUS,1996,Badminton,0,0,0,0
AUS,1996,Baseball,0,0,0,0
AUS,1996,Basketball,12,0,0,12
AUS,1996,Beach Volleyball,2,0,0,2
AUS,1996,Boxing,0,0,0,0
AUS,1996,Canoeing,3,0,0,3
AUS,1996,Cycling,5,0,1,4
AUS,1996,Diving,0,0,0,0
AUS,1996,Equestrianism,1,1,0,0
AUS,1996,Fencing,0,0,0,0
AUS,1996,Football,0,0,0,0
AUS,1996,Gymnastics,0,0,0,0
AUS,1996,Hockey,32,16,0,16
AUS,1996,Judo,0,0,0,0
AUS,1996,Modern Pentathlon,0,0,0,0
AUS,1996,Rowing,14,5,1,8
AUS,1996,Sailing,4,0,2,2
AUS,1996,Shooting,3,2,0,1
AUS,1996,Softball,15,0,0,15
AUS,1996,Swimming,12,2,4,6
AUS,1996,Table Tennis,0,0,0,0
AUS,1996,Tennis,1,1,0,0
AUS,1996,Weightlifting,1,0,0,1
AUS,1996,Wrestling,0,0,0,0
AUS,2000,Archery,1,1,0,0
AUS,2000,Athletics,3,1,2,0
AUS,2000,Badminton,0,0,0,0
AUS,2000,Baseball,0,0,0,0
AUS,2000,Basketball,12,0,12,0
AUS,2000,Beach Volleyball,2,2,0,0
AUS,2000,Boxing,0,0,0,0
AUS,2000,Canoeing,2,0,1,1
AUS,2000,Cycling,7,2,2,3
AUS,2000,Diving,4,0,0,4
AUS,2000,Equestrianism,2,1,1,0
AUS,2000,Fencing,0,0,0,0
AUS,2000,Football,0,0,0,0
AUS,2000,Gymnastics,0,0,0,0
AUS,2000,Handball,0,0,0,0
AUS,2000,Hockey,32,16,0,16
AUS,2000,Judo,1,0,0,1
AUS,2000,Modern Pentathlon,0,0,0,0
AUS,2000,Rhythmic Gymnastics,0,0,0,0
AUS,2000,Rowing,19,0,14,5
AUS,2000,Sailing,7,4,2,1
AUS,2000,Shooting,3,1,1,1
AUS,2000,Softball,15,0,0,15
AUS,2000,Swimming,18,5,9,4
AUS,2000,Synchronized Swimming,0,0,0,0
AUS,2000,Table Tennis,0,0,0,0
AUS,2000,Taekwondo,2,1,1,0
AUS,2000,Tennis,1,0,1,0
AUS,2000,Trampolining,1,0,1,0
AUS,2000,Triathlon,1,0,1,0
AUS,2000,Volleyball,0,0,0,0
AUS,2000,Water Polo,13,13,0,0
AUS,2000,Weightlifting,0,0,0,0
AUS,2000,Wrestling,0,0,0,0
AUS,2004,Archery,1,0,0,1
AUS,2004,Athletics,3,0,1,2
AUS,2004,Badminton,0,0,0,0
AUS,2004,Baseball,24,0,24,0
AUS,2004,Basketball,12,0,12,0
AUS,2004,Beach Volleyball,0,0,0,0
AUS,2004,Boxing,0,0,0,0
AUS,2004,Canoeing,2,0,2,0
AUS,2004,Cycling,12,7,2,3
AUS,2004,Diving,9,1,1,7
AUS,2004,Equestrianism,0,0,0,0
AUS,2004,Fencing,0,0,0,0
AUS,2004,Football,0,0,0,0
AUS,2004,Gymnastics,0,0,0,0
AUS,2004,Hockey,16,16,0,0
AUS,2004,Judo,0,0,0,0
AUS,2004,Modern Pentathlon,0,0,0,0
AUS,2004,Rhythmic Gymnastics,0,0,0,0
AUS,2004,Rowing,18,1,4,13
AUS,2004,Sailing,0,0,0,0
AUS,2004,Shooting,2,1,0,1
AUS,2004,Softball,15,0,15,0
AUS,2004,Swimming,15,7,5,3
AUS,2004,Synchronized Swimming,0,0,0,0
AUS,2004,Table Tennis,0,0,0,0
AUS,2004,Taekwondo,0,0,0,0
AUS,2004,Tennis,1,0,0,1
AUS,2004,Trampolining,0,0,0,0
AUS,2004,Triathlon,1,0,1,0
AUS,2004,Volleyball,0,0,0,0
AUS,2004,Water Polo,0,0,0,0
AUS,2004,Weightlifting,0,0,0,0
AUS,2004,Wrestling,0,0,0,0
AUS,2008,Archery,0,0,0,0
AUS,2008,Athletics,4,1,2,1
AUS,2008,Badminton,0,0,0,0
AUS,2008,Basketball,12,0,12,0
AUS,2008,Beach Volleyball,0,0,0,0
AUS,2008,Boxing,0,0,0,0
AUS,2008,Canoeing,8,1,1,6
AUS,2008,Cycling,1,0,1,0
AUS,2008,Diving,3,1,2,0
AUS,2008,Equestrianism,1,0,1,0
AUS,2008,Fencing,0,0,0,0
AUS,2008,Football,0,0,0,0
AUS,2008,Gymnastics,0,0,0,0
AUS,2008,Hockey,17,0,0,17
AUS,2008,Judo,0,0,0,0
AUS,2008,Modern Pentathlon,0,0,0,0
AUS,2008,Rhythmic Gymnastics,0,0,0,0
AUS,2008,Rowing,7,3,4,0
AUS,2008,Sailing,6,4,2,0
AUS,2008,Shooting,1,0,0,1
AUS,2008,Softball,15,0,0,15
AUS,2008,Swimming,20,6,6,8
AUS,2008,Synchronized Swimming,0,0,0,0
AUS,2008,Table Tennis,0,0,0,0
AUS,2008,Taekwondo,0,0,0,0
AUS,2008,Tennis,0,0,0,0
AUS,2008,Trampolining,0,0,0,0
AUS,2008,Triathlon,2,1,0,1
AUS,2008,Water Polo,13,0,0,13
AUS,2008,Weightlifting,0,0,0,0
AUS,2008,Wrestling,0,0,0,0
AUS,2012,Archery,0,0,0,0
AUS,2012,Athletics,3,1,2,0
AUS,2012,Badminton,0,0,0,0
AUS,2012,Basketball,12,0,0,12
AUS,2012,Beach Volleyball,0,0,0,0
AUS,2012,Boxing,0,0,0,0
AUS,2012,Canoeing,5,4,1,0
AUS,2012,Cycling,6,1,2,3
AUS,2012,Diving,1,0,1,0
AUS,2012,Equestrianism,0,0,0,0
AUS,2012,Gymnastics,0,0,0,0
AUS,2012,Hockey,16,0,0,16
AUS,2012,Judo,0,0,0,0
AUS,2012,Modern Pentathlon,0,0,0,0
AUS,2012,Rhythmic Gymnastics,0,0,0,0
AUS,2012,Rowing,12,0,7,5
AUS,2012,Sailing,8,5,3,0
AUS,2012,Shooting,0,0,0,0
AUS,2012,Swimming,10,1,6,3
AUS,2012,Synchronized Swimming,0,0,0,0
AUS,2012,Table Tennis,0,0,0,0
AUS,2012,Taekwondo,0,0,0,0
AUS,2012,Tennis,0,0,0,0
AUS,2012,Trampolining,0,0,0,0
AUS,2012,Triathlon,1,0,0,1
AUS,2012,Volleyball,0,0,0,0
AUS,2012,Water Polo,13,0,0,13
AUS,2012,Weightlifting,0,0,0,0
AUS,2012,Wrestling,0,0,0,0
AUS,2016,Archery,1,0,0,1
AUS,2016,Athletics,2,0,1,1
AUS,2016,Badminton,0,0,0,0
AUS,2016,Basketball,0,0,0,0
AUS,2016,Beach Volleyball,0,0,0,0
AUS,2016,Boxing,0,0,0,0
AUS,2016,Canoeing,2,0,0,2
AUS,2016,Cycling,2,0,1,1
AUS,2016,Diving,2,0,0,2
AUS,2016,Equestrianism,1,0,0,1
AUS,2016,Football,0,0,0,0
AUS,2016,Golf,0,0,0,0
AUS,2016,Gymnastics,0,0,0,0
AUS,2016,Hockey,0,0,0,0
AUS,2016,Judo,0,0,0,0
AUS,2016,Modern Pentathlon,1,1,0,0
AUS,2016,Rhythmic Gymnastics,0,0,0,0
AUS,2016,Rowing,9,1,8,0
AUS,2016,Rugby Sevens,12,12,0,0
AUS,2016,Sailing,7,1,6,0
AUS,2016,Shooting,1,1,0,0
AUS,2016,Swimming,10,3,4,3
AUS,2016,Synchronized Swimming,0,0,0,0
AUS,2016,Table Tennis,0,0,0,0
AUS,2016,Taekwondo,0,0,0,0
AUS,2016,Tennis,0,0,0,0
AUS,2016,Trampolining,0,0,0,0
AUS,2016,Triathlon,0,0,0,0
AUS,2016,Water Polo,0,0,0,0
AUS,2016,Weightlifting,0,0,0,0
AUS,2016,Wrestling,0,0,0,0
AUS,2020,Archery,0,0,0,0
AUS,2020,Artistic Gymnastics,0,0,0,0
AUS,2020,Artistic Swimming,0,0,0,0
AUS,2020,Athletics,3,0,1,2
AUS,2020,Badminton,0,0,0,0
AUS,2020,Baseball/Softball,0,0,0,0
AUS,2020,Basketball,1,0,0,1
